autobus_autocars_critair,autobus_autocars_horaires,date_debut,deux_rm_critair,deux_rm_horaires,gid,id,name,objectid,one_way,osm_id,pl_critair,pl_horaires,ref,url_arrete,url_site,vp_critair,vp_horaires,vul_critair,vul_horaires,zfe_derogation,publisher_forme_juridique,publisher_nom,publisher_siren,publisher_zfe_id,OBJECTID,Shape_Length,date_fin,url_site_information,SHAPE_Length,geo_point_2d,proprietaire_vehicule
,24/7,2022-07-01,,24/7,15635.0,primary,,52613.0,0.0,36192819.0,,24/7,D 132E2,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,123517.0,primary,,63135.0,1.0,367587393.0,,24/7,D 986,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,152119.0,motorway,La Languedocienne,49137.0,1.0,394089044.00000006,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,34106.0,tertiary,,54432.0,1.0,22779256.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,51410.0,primary,Rond-Point de la Lyre,74046.0,1.0,146792594.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,1813.0,motorway,La Languedocienne,48903.0,1.0,49577842.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,158127.0,motorway,La Languedocienne,48014.0,1.0,499423831.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,435.0,secondary_link,,49571.0,1.0,5200983.0,,24/7,D 66,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,44.0,primary,Route de Sète,50053.0,1.0,7984265.0,,24/7,D 612,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,56537.0,primary,,763.0,1.0,195764605.0,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,141588.0,tertiary,,70948.0,1.0,503061591.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,1956.0,primary,,72528.0,1.0,22878586.999999996,,24/7,D 612,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,166673.0,motorway,La Languedocienne,69428.0,1.0,481235168.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,33187.0,primary,Pont de Villeneuve,83771.0,0.0,12451889.0,,24/7,D 612,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,161274.0,motorway,La Languedocienne,71046.0,1.0,394089049.00000006,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,148583.0,motorway,La Languedocienne,47639.0,1.0,479799035.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,106.0,trunk_link,,72302.0,1.0,31046975.0,,24/7,N 109,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,154.0,primary,,61256.0,1.0,4639446.0,,24/7,D 132E2,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,151989.0,tertiary,,27217.0,1.0,387583513.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,88813.0,primary,Rond-Point René Char,37506.0,1.0,146622259.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,34321.0,primary,Avenue des Moulins,56253.0,1.0,38207676.00000001,,24/7,D 65,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,128756.0,motorway,La Languedocienne,49060.0,1.0,267620409.99999997,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,128403.0,primary,Rond-Point du Château d'O,23338.0,1.0,281125800.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,3498.0,primary,,50518.0,1.0,22788586.0,,24/7,D 986,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,142706.0,trunk,,75603.0,1.0,391153447.0,,24/7,D 66,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,4589.0,tertiary,,50852.0,1.0,22912572.0,,24/7,D 986D2,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,177399.0,motorway,La Languedocienne,77535.0,1.0,699918902.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,51218.0,primary,Rond-Point de la Citoyenneté,16550.0,1.0,146622520.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,84246.0,primary,Rond-Point René Char,16965.0,1.0,146622259.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,51606.0,primary,Route de Ganges,59727.0,1.0,146544115.0,,24/7,D 986,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,175852.0,primary,,77311.0,1.0,699907810.0,,24/7,D 986,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,177509.0,motorway,La Languedocienne,48619.0,1.0,553156085.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,50213.0,motorway,La Languedocienne,49965.0,1.0,22909883.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,150404.0,motorway,La Languedocienne,47708.0,1.0,478922516.99999994,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,142465.0,motorway,La Languedocienne,47412.0,1.0,478922509.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,111501.0,motorway,La Languedocienne,62104.0,1.0,233363859.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,4313.0,primary_link,Rond-Point du Rieucoulon,27858.0,1.0,22905452.0,,24/7,D 612,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,148377.0,motorway,La Languedocienne,72485.0,1.0,394089047.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,112910.0,motorway,La Languedocienne,62209.0,1.0,233363887.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,117459.0,motorway,La Languedocienne,62595.0,1.0,233363891.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,160422.0,motorway,La Languedocienne,77261.0,1.0,394089047.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,159126.0,motorway,La Languedocienne,27882.0,1.0,394089039.0,,24/7,A 9,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,4535.0,motorway,,24052.0,1.0,22909893.0,,24/7,A 709,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,50818.0,tertiary,,44491.0,0.0,202856059.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,95077.0,residential,Route de Ganges,17638.0,1.0,294835868.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,84822.0,primary,,37296.0,0.0,103965765.00000001,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,9702.0,tertiary,,10645.0,1.0,25893903.000000004,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,137737.0,primary,,47222.0,1.0,429087123.0,,24/7,,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,47296.0,primary,,35050.0,1.0,22894945.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,175512.0,motorway,,44040.0,1.0,553149489.0,,24/7,A 709,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,125605.0,motorway,,73491.0,1.0,360899644.0,,24/7,A 709,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,transit,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,142643.0,primary,,5377.0,0.0,524638911.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,151114.0,primary,,41443.0,1.0,524638913.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,151412.0,primary,,21906.0,1.0,524638908.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,51006.0,primary,Route de Béziers,253.0,0.0,103965760.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,141825.0,primary,Route de Béziers,65816.0,1.0,524638900.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,142710.0,primary,,61627.0,1.0,524638908.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,144877.0,primary,Route de Béziers,21043.0,1.0,524638897.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,147716.0,primary,Route de Béziers,21415.0,1.0,524638900.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,60543.0,primary,Route de Béziers,58169.0,0.0,103965760.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,94335.0,primary,Route de Montpellier,65281.0,1.0,104365731.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,35515.0,primary,,25731.0,1.0,22894945.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,3199.0,primary,,76387.0,1.0,22894945.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,73371.0,primary,Route de Montpellier,1612.0,1.0,104365731.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,54286.0,primary,Route de Montpellier,15014.0,1.0,104365731.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,136598.0,primary,Route de Béziers,20031.0,0.0,510004025.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,73750.0,primary,Route de Béziers,16223.0,0.0,103965767.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,149631.0,primary,Route de Béziers,21678.0,1.0,479628488.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,96707.0,primary,Route de Béziers,26575.0,0.0,363362032.99999994,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,80889.0,primary,Route de Béziers,16766.0,0.0,103965760.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,164747.0,primary,Route de Béziers,23605.0,0.0,510004025.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,50551.0,primary,Route de Béziers,203.0,0.0,103965760.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,96411.0,primary,Route de Béziers,17734.0,0.0,363362032.99999994,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,160712.0,primary,Route de Béziers,69132.0,1.0,479628488.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,55151.0,primary,Route de Béziers,645.0,0.0,103965760.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,18341.0,primary,Route de Béziers,11721.0,1.0,22746736.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
,24/7,2022-07-01,,24/7,60804.0,primary,Route de Béziers,36021.0,0.0,103965767.0,,24/7,D 613,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,,24/7,,24/7,parc-relais et gare TGV,Métropole,Montpellier Méditerranée Métropole,243400017,MONTPELLIER,,,,,,,
