autobus_autocars_critair,autobus_autocars_horaires,date_debut,deux_rm_critair,deux_rm_horaires,gid,id,name,objectid,one_way,osm_id,pl_critair,pl_horaires,ref,url_arrete,url_site,vp_critair,vp_horaires,vul_critair,vul_horaires,zfe_derogation,publisher_forme_juridique,publisher_nom,publisher_siren,publisher_zfe_id,OBJECTID,Shape_Length,date_fin,url_site_information,SHAPE_Length,geo_point_2d,proprietaire_vehicule
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-133,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,133.0,0.0012164924870345026,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-134,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,134.0,0.0005036243253913991,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-135,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,135.0,0.00024808945555597505,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-136,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,136.0,0.0009214625487386346,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-137,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,137.0,0.0005355674332610852,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-138,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,138.0,0.0007164769031663305,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-139,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,139.0,0.00015084329623700395,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-140,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,140.0,0.000907229478864554,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-141,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,141.0,0.0014316834011452433,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-142,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,142.0,0.0009202341467172914,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-143,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,143.0,0.0008798642892658298,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-144,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,144.0,0.0003802668956668801,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-145,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,145.0,0.00035047696081390815,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-146,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,146.0,0.000987448638061199,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-147,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,147.0,0.00013955893246142567,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-148,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,148.0,0.00013392241426193348,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-149,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,149.0,0.0015985212460470969,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-150,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,150.0,0.0010574602116648392,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-151,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,151.0,0.0006695426401500901,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-152,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,152.0,9.597644194151946e-05,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-153,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,153.0,0.0005213754098656869,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-154,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,154.0,0.00037795660798379784,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-155,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,155.0,0.0001884612817904937,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-156,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,156.0,0.00034185860754685257,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-157,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,157.0,0.0003542149866002729,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-158,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,158.0,0.0005995984038677969,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-159,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,159.0,0.00043279464768225285,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-160,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,160.0,0.0003764348065811679,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-161,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,161.0,0.00020319630188016946,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-162,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,162.0,0.0006234092080017731,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-163,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,163.0,0.00032842024457543483,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-164,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,164.0,0.0005581377686107874,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-165,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,165.0,0.000762470524784166,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-166,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,166.0,0.0009253121941498164,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-167,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,167.0,0.00029241023762051886,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-168,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,168.0,0.0005087848836836796,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-169,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,169.0,0.00033233157353354336,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-170,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,170.0,8.068052791616207e-05,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-171,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,171.0,0.0003889800202807342,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-172,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,172.0,0.00041682568242496724,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-173,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,173.0,0.000306043234699356,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-174,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,174.0,0.00020458548703409122,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-175,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,175.0,0.0011032404578017528,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-176,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,176.0,0.0008779420340895591,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-177,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,177.0,0.0003866663457560856,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
V5,24/7,2022-01-31,,<Nul>,,200030195-ZFE-178,,,,,V5,24/7,,https://www.nicecotedazur.org/uploads/media_items/arrete-nca-creation-zfe.original.pdf,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,,,,Métropole,Métropole Nice Côte d'Azur,200030195,NICE,178.0,0.00100542625717962,2022-12-31,https://nicecotedazur.org/environnement/qualit%C3%A9-de-vie/qualit%C3%A9-de-l-air/zone-%C3%A0-faibles-%C3%A9missions-zfe,,,<Nul>
