publisher_zfe_id,publisher_nom,publisher_siren,publisher_forme_juridique,id,osm_id,ref,one_way,date_debut,date_fin,vp_critair,vp_horaires,vul_critair,vul_horaires,pl_critair,pl_horaires,autobus_autocars_critair,autobus_autocars_horaires,deux_rm_critair,deux_rm_horaires,zfe_derogation,url_arrete,url_site,url_site_information
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,511060352.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway_link,233363869.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,9780795.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway_link,233363866.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway_link,11660423.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912570.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,4451057.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,367645013.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,344843294.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,557588119.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,8584802.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary_link,344843304.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,252030959.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary_link,479234868.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,479221879.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,479221868.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk_link,7984242.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912570.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,387327474.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,7918880.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,7918883.0,D 986,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk_link,479221870.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,457740977.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,22897366.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,4296539.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk_link,23177017.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912570.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912570.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146622259.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary_link,109353423.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912578.0,D 986D2,0.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912578.0,D 986D2,0.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912576.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912573.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary_link,22912571.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912577.0,D 986D2,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912574.0,D 986D2,0.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,479221878.0,D 66,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,108634071.0,D 132,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary_link,155269888.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway_link,4451068.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146622259.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway_link,11676474.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912575.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912575.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912575.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway,479338013.0,A 9,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,36192820.0,D 132E2,0.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway_link,11676879.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22912575.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,38207676.00000001,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146622520.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,22953339.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,115799590.0,D 612,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway,479253420.0,A 9,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,22950710.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146622520.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146622520.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,tertiary,22779255.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146622520.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway,479247087.0,A 9,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,195764608.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,378438477.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,motorway,479339565.0,A 9,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,546591657.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,133619331.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,546591660.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,22953339.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,195764608.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,22779260.0,N 109,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,86379002.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,trunk,22779480.0,N 109,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,419181102.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,361704158.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,86379002.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,22950710.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,122009501.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,22950710.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,195764607.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,38207676.00000001,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146370220.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,36965222.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,38207671.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,133619331.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,132620403.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,361704153.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,146792594.0,,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,546591654.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,115799621.0,D 612,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
MONTPELLIER,Montpellier Méditerranée Métropole,243400017,Métropole,primary,433796062.0,D 65,1.0,2022-07-01,,,24/7,,24/7,,24/7,,24/7,,24/7,transit,https://www.montpellier3m.fr/sites/default/files/arrete_zfe.pdf,https://www.montpellier3m.fr/vivre-transport/zone-faibles-emissions,
