date,station_id,station_name,station_env,station_influence,no2_ug_m3,lat,lon,zone
2021-08-04,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-08-06,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-07,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-08,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-09,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-10,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-11,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-12,FR15018,Voiron Urbain,Urbaine,Fond,7.1,45.360176,5.589419,GRENOBLE
2021-08-13,FR15018,Voiron Urbain,Urbaine,Fond,7.3,45.360176,5.589419,GRENOBLE
2021-08-14,FR15018,Voiron Urbain,Urbaine,Fond,6.9,45.360176,5.589419,GRENOBLE
2021-08-15,FR15018,Voiron Urbain,Urbaine,Fond,5.5,45.360176,5.589419,GRENOBLE
2021-08-16,FR15018,Voiron Urbain,Urbaine,Fond,3.2,45.360176,5.589419,GRENOBLE
2021-08-17,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-18,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-19,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-20,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-21,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-22,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-23,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-24,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-25,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2021-08-26,FR15018,Voiron Urbain,Urbaine,Fond,7.0,45.360176,5.589419,GRENOBLE
2021-08-27,FR15018,Voiron Urbain,Urbaine,Fond,5.3,45.360176,5.589419,GRENOBLE
2021-08-28,FR15018,Voiron Urbain,Urbaine,Fond,4.3,45.360176,5.589419,GRENOBLE
2021-08-29,FR15018,Voiron Urbain,Urbaine,Fond,3.9,45.360176,5.589419,GRENOBLE
2021-08-30,FR15018,Voiron Urbain,Urbaine,Fond,7.6,45.360176,5.589419,GRENOBLE
2021-08-31,FR15018,Voiron Urbain,Urbaine,Fond,7.7,45.360176,5.589419,GRENOBLE
2021-09-01,FR15018,Voiron Urbain,Urbaine,Fond,8.3,45.360176,5.589419,GRENOBLE
2021-09-02,FR15018,Voiron Urbain,Urbaine,Fond,9.7,45.360176,5.589419,GRENOBLE
2021-09-03,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-09-04,FR15018,Voiron Urbain,Urbaine,Fond,8.6,45.360176,5.589419,GRENOBLE
2021-09-05,FR15018,Voiron Urbain,Urbaine,Fond,6.3,45.360176,5.589419,GRENOBLE
2021-09-06,FR15018,Voiron Urbain,Urbaine,Fond,9.9,45.360176,5.589419,GRENOBLE
2021-09-07,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-09-08,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-09-09,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-09-10,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2021-09-11,FR15018,Voiron Urbain,Urbaine,Fond,9.3,45.360176,5.589419,GRENOBLE
2021-09-12,FR15018,Voiron Urbain,Urbaine,Fond,6.5,45.360176,5.589419,GRENOBLE
2021-09-13,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-09-14,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-09-15,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-09-16,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-09-17,FR15018,Voiron Urbain,Urbaine,Fond,9.2,45.360176,5.589419,GRENOBLE
2021-09-18,FR15018,Voiron Urbain,Urbaine,Fond,8.0,45.360176,5.589419,GRENOBLE
2021-09-19,FR15018,Voiron Urbain,Urbaine,Fond,4.6,45.360176,5.589419,GRENOBLE
2021-09-20,FR15018,Voiron Urbain,Urbaine,Fond,9.6,45.360176,5.589419,GRENOBLE
2021-09-21,FR15018,Voiron Urbain,Urbaine,Fond,9.1,45.360176,5.589419,GRENOBLE
2021-09-22,FR15018,Voiron Urbain,Urbaine,Fond,8.5,45.360176,5.589419,GRENOBLE
2021-09-23,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-09-24,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-09-25,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2021-09-26,FR15018,Voiron Urbain,Urbaine,Fond,8.4,45.360176,5.589419,GRENOBLE
2021-09-27,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-09-28,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2021-09-29,FR15018,Voiron Urbain,Urbaine,Fond,8.2,45.360176,5.589419,GRENOBLE
2021-09-30,FR15018,Voiron Urbain,Urbaine,Fond,9.2,45.360176,5.589419,GRENOBLE
2021-10-01,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-10-02,FR15018,Voiron Urbain,Urbaine,Fond,9.6,45.360176,5.589419,GRENOBLE
2021-10-03,FR15018,Voiron Urbain,Urbaine,Fond,2.8,45.360176,5.589419,GRENOBLE
2021-10-04,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2021-10-05,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2021-10-06,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-10-07,FR15018,Voiron Urbain,Urbaine,Fond,9.3,45.360176,5.589419,GRENOBLE
2021-10-08,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-10-09,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2021-10-10,FR15018,Voiron Urbain,Urbaine,Fond,7.6,45.360176,5.589419,GRENOBLE
2021-10-11,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-10-12,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-10-13,FR15018,Voiron Urbain,Urbaine,Fond,11.0,45.360176,5.589419,GRENOBLE
2021-10-14,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-10-15,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2021-10-16,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-10-17,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-10-18,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2021-10-19,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2021-10-20,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-10-21,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-10-22,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-10-23,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-10-24,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2021-10-25,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2021-10-26,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-10-27,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2021-10-28,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2021-10-29,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2021-10-30,FR15018,Voiron Urbain,Urbaine,Fond,6.9,45.360176,5.589419,GRENOBLE
2021-10-31,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2021-11-01,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2021-11-02,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2021-11-03,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-11-04,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2021-11-05,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2021-11-06,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-11-07,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-11-08,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2021-11-09,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-11-10,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2021-11-11,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2021-11-12,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2021-11-13,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2021-11-14,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-11-15,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-11-16,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2021-11-17,FR15018,Voiron Urbain,Urbaine,Fond,9.8,45.360176,5.589419,GRENOBLE
2021-11-18,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2021-11-19,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2021-11-20,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2021-11-21,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2021-11-22,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2021-11-23,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2021-11-24,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2021-11-25,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2021-11-26,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2021-11-27,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2021-11-28,FR15018,Voiron Urbain,Urbaine,Fond,25.0,45.360176,5.589419,GRENOBLE
2021-11-29,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2021-11-30,FR15018,Voiron Urbain,Urbaine,Fond,35.0,45.360176,5.589419,GRENOBLE
2021-12-01,FR15018,Voiron Urbain,Urbaine,Fond,42.0,45.360176,5.589419,GRENOBLE
2021-12-02,FR15018,Voiron Urbain,Urbaine,Fond,29.0,45.360176,5.589419,GRENOBLE
2021-12-03,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2021-12-04,FR15018,Voiron Urbain,Urbaine,Fond,32.0,45.360176,5.589419,GRENOBLE
2021-12-05,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2021-12-06,FR15018,Voiron Urbain,Urbaine,Fond,29.0,45.360176,5.589419,GRENOBLE
2021-12-07,FR15018,Voiron Urbain,Urbaine,Fond,28.0,45.360176,5.589419,GRENOBLE
2021-12-08,FR15018,Voiron Urbain,Urbaine,Fond,31.0,45.360176,5.589419,GRENOBLE
2021-12-09,FR15018,Voiron Urbain,Urbaine,Fond,27.0,45.360176,5.589419,GRENOBLE
2021-12-10,FR15018,Voiron Urbain,Urbaine,Fond,35.0,45.360176,5.589419,GRENOBLE
2021-12-11,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2021-12-12,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2021-12-13,FR15018,Voiron Urbain,Urbaine,Fond,36.0,45.360176,5.589419,GRENOBLE
2021-12-14,FR15018,Voiron Urbain,Urbaine,Fond,32.0,45.360176,5.589419,GRENOBLE
2021-12-15,FR15018,Voiron Urbain,Urbaine,Fond,26.0,45.360176,5.589419,GRENOBLE
2021-12-16,FR15018,Voiron Urbain,Urbaine,Fond,26.0,45.360176,5.589419,GRENOBLE
2021-12-17,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2021-12-18,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2021-12-19,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2021-12-20,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2021-12-21,FR15018,Voiron Urbain,Urbaine,Fond,29.0,45.360176,5.589419,GRENOBLE
2021-12-22,FR15018,Voiron Urbain,Urbaine,Fond,37.0,45.360176,5.589419,GRENOBLE
2021-12-23,FR15018,Voiron Urbain,Urbaine,Fond,50.0,45.360176,5.589419,GRENOBLE
2021-12-24,FR15018,Voiron Urbain,Urbaine,Fond,49.0,45.360176,5.589419,GRENOBLE
2021-12-25,FR15018,Voiron Urbain,Urbaine,Fond,31.0,45.360176,5.589419,GRENOBLE
2021-12-26,FR15018,Voiron Urbain,Urbaine,Fond,25.0,45.360176,5.589419,GRENOBLE
2021-12-27,FR15018,Voiron Urbain,Urbaine,Fond,29.0,45.360176,5.589419,GRENOBLE
2021-12-28,FR15018,Voiron Urbain,Urbaine,Fond,27.0,45.360176,5.589419,GRENOBLE
2021-12-29,FR15018,Voiron Urbain,Urbaine,Fond,34.0,45.360176,5.589419,GRENOBLE
2021-12-30,FR15018,Voiron Urbain,Urbaine,Fond,30.0,45.360176,5.589419,GRENOBLE
2021-12-31,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2022-01-01,FR15018,Voiron Urbain,Urbaine,Fond,25.0,45.360176,5.589419,GRENOBLE
2022-01-02,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2022-01-03,FR15018,Voiron Urbain,Urbaine,Fond,30.0,45.360176,5.589419,GRENOBLE
2022-01-04,FR15018,Voiron Urbain,Urbaine,Fond,26.0,45.360176,5.589419,GRENOBLE
2022-01-05,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2022-01-06,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2022-01-07,FR15018,Voiron Urbain,Urbaine,Fond,33.0,45.360176,5.589419,GRENOBLE
2022-01-08,FR15018,Voiron Urbain,Urbaine,Fond,26.0,45.360176,5.589419,GRENOBLE
2022-01-09,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2022-01-10,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2022-01-11,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2022-01-12,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2022-01-13,FR15018,Voiron Urbain,Urbaine,Fond,30.0,45.360176,5.589419,GRENOBLE
2022-01-14,FR15018,Voiron Urbain,Urbaine,Fond,40.0,45.360176,5.589419,GRENOBLE
2022-01-15,FR15018,Voiron Urbain,Urbaine,Fond,37.0,45.360176,5.589419,GRENOBLE
2022-01-16,FR15018,Voiron Urbain,Urbaine,Fond,26.0,45.360176,5.589419,GRENOBLE
2022-01-17,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2022-01-18,FR15018,Voiron Urbain,Urbaine,Fond,31.0,45.360176,5.589419,GRENOBLE
2022-01-19,FR15018,Voiron Urbain,Urbaine,Fond,28.0,45.360176,5.589419,GRENOBLE
2022-01-20,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2022-01-21,FR15018,Voiron Urbain,Urbaine,Fond,6.9,45.360176,5.589419,GRENOBLE
2022-01-22,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2022-01-23,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2022-01-24,FR15018,Voiron Urbain,Urbaine,Fond,0.0,45.360176,5.589419,GRENOBLE
2022-01-27,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2022-01-28,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2022-01-29,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-01-30,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2022-01-31,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-02-01,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2022-02-02,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2022-02-03,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2022-02-04,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-02-05,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2022-02-06,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2022-02-07,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-02-08,FR15018,Voiron Urbain,Urbaine,Fond,25.0,45.360176,5.589419,GRENOBLE
2022-02-09,FR15018,Voiron Urbain,Urbaine,Fond,28.0,45.360176,5.589419,GRENOBLE
2022-02-10,FR15018,Voiron Urbain,Urbaine,Fond,30.0,45.360176,5.589419,GRENOBLE
2022-02-11,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2022-02-12,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-02-13,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-02-14,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-02-15,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2022-02-16,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-02-17,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-02-18,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2022-02-19,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-02-20,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-02-21,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2022-02-22,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2022-02-23,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2022-02-24,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-02-25,FR15018,Voiron Urbain,Urbaine,Fond,9.0,45.360176,5.589419,GRENOBLE
2022-02-26,FR15018,Voiron Urbain,Urbaine,Fond,11.0,45.360176,5.589419,GRENOBLE
2022-02-27,FR15018,Voiron Urbain,Urbaine,Fond,11.0,45.360176,5.589419,GRENOBLE
2022-02-28,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2022-03-01,FR15018,Voiron Urbain,Urbaine,Fond,28.0,45.360176,5.589419,GRENOBLE
2022-03-02,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2022-03-03,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2022-03-04,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-03-05,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-03-06,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2022-03-07,FR15018,Voiron Urbain,Urbaine,Fond,20.0,45.360176,5.589419,GRENOBLE
2022-03-08,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2022-03-09,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-03-10,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-03-11,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-03-12,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2022-03-13,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2022-03-14,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2022-03-15,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2022-03-16,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2022-03-17,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-03-18,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-03-19,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2022-03-20,FR15018,Voiron Urbain,Urbaine,Fond,18.0,45.360176,5.589419,GRENOBLE
2022-03-21,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2022-03-22,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2022-03-23,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2022-03-24,FR15018,Voiron Urbain,Urbaine,Fond,25.0,45.360176,5.589419,GRENOBLE
2022-03-25,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2022-03-26,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2022-03-27,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-03-28,FR15018,Voiron Urbain,Urbaine,Fond,23.0,45.360176,5.589419,GRENOBLE
2022-03-29,FR15018,Voiron Urbain,Urbaine,Fond,22.0,45.360176,5.589419,GRENOBLE
2022-03-30,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2022-03-31,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2022-04-01,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2022-04-02,FR15018,Voiron Urbain,Urbaine,Fond,8.1,45.360176,5.589419,GRENOBLE
2022-04-03,FR15018,Voiron Urbain,Urbaine,Fond,8.1,45.360176,5.589419,GRENOBLE
2022-04-04,FR15018,Voiron Urbain,Urbaine,Fond,17.0,45.360176,5.589419,GRENOBLE
2022-04-05,FR15018,Voiron Urbain,Urbaine,Fond,19.0,45.360176,5.589419,GRENOBLE
2022-04-06,FR15018,Voiron Urbain,Urbaine,Fond,15.0,45.360176,5.589419,GRENOBLE
2022-04-07,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-04-08,FR15018,Voiron Urbain,Urbaine,Fond,24.0,45.360176,5.589419,GRENOBLE
2022-04-09,FR15018,Voiron Urbain,Urbaine,Fond,9.5,45.360176,5.589419,GRENOBLE
2022-04-10,FR15018,Voiron Urbain,Urbaine,Fond,10.0,45.360176,5.589419,GRENOBLE
2022-04-11,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-04-12,FR15018,Voiron Urbain,Urbaine,Fond,21.0,45.360176,5.589419,GRENOBLE
2022-04-13,FR15018,Voiron Urbain,Urbaine,Fond,16.0,45.360176,5.589419,GRENOBLE
2022-04-14,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-04-15,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2022-04-16,FR15018,Voiron Urbain,Urbaine,Fond,7.2,45.360176,5.589419,GRENOBLE
2022-04-17,FR15018,Voiron Urbain,Urbaine,Fond,7.2,45.360176,5.589419,GRENOBLE
2022-04-18,FR15018,Voiron Urbain,Urbaine,Fond,8.7,45.360176,5.589419,GRENOBLE
2022-04-19,FR15018,Voiron Urbain,Urbaine,Fond,14.0,45.360176,5.589419,GRENOBLE
2022-04-20,FR15018,Voiron Urbain,Urbaine,Fond,13.0,45.360176,5.589419,GRENOBLE
2022-04-21,FR15018,Voiron Urbain,Urbaine,Fond,9.5,45.360176,5.589419,GRENOBLE
2022-04-22,FR15018,Voiron Urbain,Urbaine,Fond,12.0,45.360176,5.589419,GRENOBLE
2022-04-23,FR15018,Voiron Urbain,Urbaine,Fond,9.7,45.360176,5.589419,GRENOBLE
2022-04-24,FR15018,Voiron Urbain,Urbaine,Fond,5.2,45.360176,5.589419,GRENOBLE
2022-04-25,FR15018,Voiron Urbain,Urbaine,Fond,11.0,45.360176,5.589419,GRENOBLE
2022-04-26,FR15018,Voiron Urbain,Urbaine,Fond,9.5,45.360176,5.589419,GRENOBLE
