Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2017/08/29 00:00:00;2017/08/29 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;89.0;89.2666666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/08/30 00:00:00;2017/08/30 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;40.0;40.2333333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/08/31 00:00:00;2017/08/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;44.0;44.325;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/01 00:00:00;2017/09/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;56.0;56.1916666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/02 00:00:00;2017/09/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;43.0;42.7583333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/03 00:00:00;2017/09/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;46.0;45.7;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/09/04 00:00:00;2017/09/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;41.0;41.0208333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/05 00:00:00;2017/09/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;38.0;37.7833333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/06 00:00:00;2017/09/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;37.0;37.3166666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/07 00:00:00;2017/09/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;44.0;43.5166666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/08 00:00:00;2017/09/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;39.0;39.3166666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/09 00:00:00;2017/09/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;38.0;37.675;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/10 00:00:00;2017/09/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;23.0;22.9458333333;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/09/11 00:00:00;2017/09/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;34.0;33.5041666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/12 00:00:00;2017/09/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;40.0;40.0583333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/13 00:00:00;2017/09/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;41.0;40.6875;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/14 00:00:00;2017/09/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;44.0;44.0375;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/15 00:00:00;2017/09/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;47.0;46.9375;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/16 00:00:00;2017/09/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;50.0;49.8041666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/17 00:00:00;2017/09/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;44.0;43.7333333333;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/09/18 00:00:00;2017/09/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;56.0;55.5208333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/19 00:00:00;2017/09/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;61.0;61.3791666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/20 00:00:00;2017/09/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;70.0;70.2458333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/21 00:00:00;2017/09/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;81.0;81.3458333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/22 00:00:00;2017/09/22 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;63.0;62.8958333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/23 00:00:00;2017/09/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;67.0;67.4291666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/24 00:00:00;2017/09/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;63.0;63.3166666667;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/09/25 00:00:00;2017/09/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;64.0;63.6125;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/26 00:00:00;2017/09/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;74.0;74.2458333333;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/09/27 00:00:00;2017/09/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;73.0;72.5125;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/28 00:00:00;2017/09/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;70.0;69.6541666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/29 00:00:00;2017/09/29 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;60.0;59.8416666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/09/30 00:00:00;2017/09/30 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;44.0;43.5823529412;µg-m3;71.0;100;71.0;N;-1;48.868772;2.311231
2017/10/01 00:00:00;2017/10/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;23.0;23.225;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/10/02 00:00:00;2017/10/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;41.0;40.6708333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/03 00:00:00;2017/10/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;58.0;58.35;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/04 00:00:00;2017/10/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;65.0;65.225;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/05 00:00:00;2017/10/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;57.0;56.5238095238;µg-m3;88.0;100;88.0;R;1;48.868772;2.311231
2017/10/06 00:00:00;2017/10/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;54.0;53.8833333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/07 00:00:00;2017/10/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;52.0;52.15;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/08 00:00:00;2017/10/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;39.0;38.5666666667;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/10/09 00:00:00;2017/10/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;56.0;56.1291666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/10 00:00:00;2017/10/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;51.0;50.65;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/11 00:00:00;2017/10/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;52.0;51.6125;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/12 00:00:00;2017/10/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;56.0;55.6291666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/13 00:00:00;2017/10/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;69.0;69.2791666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/14 00:00:00;2017/10/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;74.0;73.7875;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/15 00:00:00;2017/10/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;52.0;51.9875;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/10/16 00:00:00;2017/10/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;62.0;62.0166666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/17 00:00:00;2017/10/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;63.0;62.8791666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/18 00:00:00;2017/10/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;67.0;66.5666666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/19 00:00:00;2017/10/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;47.0;46.9833333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/20 00:00:00;2017/10/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;47.0;46.8916666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/21 00:00:00;2017/10/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;35.0;35.2625;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/22 00:00:00;2017/10/22 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;31.0;30.6416666667;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/10/23 00:00:00;2017/10/23 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;48.0;47.9125;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/24 00:00:00;2017/10/24 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;48.0;47.5458333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/25 00:00:00;2017/10/25 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;52.0;51.8375;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/26 00:00:00;2017/10/26 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;57.0;57.2291666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/27 00:00:00;2017/10/27 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;43.0;43.0625;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/28 00:00:00;2017/10/28 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;46.0;46.075;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/29 00:00:00;2017/10/29 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;27.0;27.1958333333;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/10/30 00:00:00;2017/10/30 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;41.0;41.0541666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/10/31 00:00:00;2017/10/31 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;76.0;76.3458333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/01 00:00:00;2017/11/01 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;56.0;55.925;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/02 00:00:00;2017/11/02 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;69.0;69.3458333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/03 00:00:00;2017/11/03 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;62.0;62.2458333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/04 00:00:00;2017/11/04 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;44.0;44.1958333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/05 00:00:00;2017/11/05 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;39.0;39.4958333333;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/11/06 00:00:00;2017/11/06 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;51.0;51.0375;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/07 00:00:00;2017/11/07 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;74.0;73.8958333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/08 00:00:00;2017/11/08 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;65.0;64.9916666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/09 00:00:00;2017/11/09 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;60.0;59.9333333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/10 00:00:00;2017/11/10 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;53.0;52.6541666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/11 00:00:00;2017/11/11 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;41.0;40.5541666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/12 00:00:00;2017/11/12 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;34.0;34.3166666667;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/11/13 00:00:00;2017/11/13 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;45.0;44.8583333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/14 00:00:00;2017/11/14 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;63.0;63.0130434783;µg-m3;96.0;100;96.0;R;1;48.868772;2.311231
2017/11/15 00:00:00;2017/11/15 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;54.0;53.8583333333;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/16 00:00:00;2017/11/16 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;70.0;70.3;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/17 00:00:00;2017/11/17 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;51.0;51.275;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/18 00:00:00;2017/11/18 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;66.0;65.8375;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/19 00:00:00;2017/11/19 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;48.0;47.925;µg-m3;100.0;100;100.0;R;1;48.868772;2.311231
2017/11/20 00:00:00;2017/11/20 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;50.0;49.825;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
2017/11/21 00:00:00;2017/11/21 23:59:59;AIRPARIF;FR11ZAG01;ZAG PARIS;FR04031;Av Champs Elysees;Urbaine;NO2;Trafic;Oui;mesures fixes;Moy. journalière;49.0;48.6291666667;µg-m3;100.0;100;100.0;A;1;48.868772;2.311231
